"","datacollection","condition","tipper_diresppers","tipper_gdmorlcons_re","tipper_closefrend_re","tipper_goodpers_re","tipper_personjudg","pltclideo","gender","yearbirth","countrybir","engexp","ethnicity","parented","beforeres","beforethes","citytown","postalcode","honest_A","faminc","mturkhowm"
"772",4,0,2,2,4,2,2.5,3,1,1979,187,35,1,3,"3000",2,"Greensboro NC","27407",1,"18000","3000"
"773",4,1,5,5,5,4,4.75,7,2,1971,187,43,1,4,"20",2,"austin, texas","78613",1,"190000","201"
"774",4,1,1,3,4,2,2.5,2,1,1991,187,0,3,3,"100",2,"los angeles","",1,"20000","200"
"775",4,1,6,7,7,6,6.5,3,1,23,187,16,2,5,"1",2,"Indianapolis","46254",1,"22000","10"
"776",4,0,2,3,4,4,3.25,4,1,1987,187,27,1,3,"40",2,"Pine Grove","17963",1,"36000","41"
"777",4,0,2,2,3,2,2.25,2,2,1980,187,34,1,6,"0",2,"Middleburg","32068",1,"95000","1200"
"778",4,1,6,6,6,6,6,3,1,1991,187,23,3,5,"1000",2,"Edinburg","78539",1,"20000","1000"
"779",4,0,1,2,4,2,2.25,4,2,1979,187,34,1,5,"300",2,"Ashtabula","44004",1,"$70,000","30000"
"780",4,0,4,4,4,4,4,5,1,1988,187,NA,1,5,"15",2,"Fayetteville","30214",1,"22250","15"
"781",4,0,3,3,4,3,3.25,4,1,1985,187,29,1,3,"400",2,"Boca raton","33428",1,"40000","400"
"782",4,0,4,4,4,4,4,4,2,1982,187,32,1,3,"2",2,"easton","4740",1,"54000","2"
"783",4,1,5,5,7,6,5.75,4,2,1961,187,53,1,5,"300",2,"Golden","80401",1,"50000","300"
"784",4,0,5,5,5,4,4.75,6,2,1952,187,62,1,5,"801",2,"Valrico","33594",1,"50000","801"
"785",4,1,6,4,5,4,4.75,4,1,1970,187,44,1,4,"250",2,"Columbus","43213",1,"65000","250"
"786",4,1,5,5,5,4,4.75,6,1,1957,187,57,1,5,"200",2,"taylor","48180",1,"50000","2000"
"787",4,0,3,3,4,3,3.25,3,2,1974,187,40,1,5,"1000",2,"Deland","32720",1,"95000","1000"
"788",4,0,1,2,3,2,2,2,2,1991,187,23,1,5,"600",2,"Baltimore","21218",1,"35000","600"
"789",4,1,5,4,4,3,4,2,1,1989,162,25,2,6,"100",2,"Norman","73069",1,"12500","3000"
"790",4,1,2,5,5,3,3.75,2,2,1988,187,26,1,5,"0",2,"San Antonio","78257",1,"52000","4"
"791",4,1,3,3,2,3,2.75,3,2,1980,187,34,1,4,"6400",2,"Keene, NH","3431",1,"20000","6400"
"792",4,1,5,5,6,5,5.25,5,1,1965,187,49,1,5,"100",2,"Tropic","32962",1,"28000","100"
"793",4,1,5,6,6,4,5.25,3,1,1991,187,23,1,5,"400",2,"Gaylordsville","6755",1,"110000","550"
"794",4,0,2,3,4,4,3.25,3,1,1968,187,46,4,5,"100",2,"annapolis","21401",1,"48000","100"
"795",4,1,7,4,7,6,6,4,2,1964,187,50,6,5,"",2,"Jacksonville","32217",1,"25000","7800"
"796",4,0,2,2,3,2,2.25,2,2,1988,187,26,1,5,"100",2,"florence, wi","54121",1,"45000","100"
"797",4,0,2,2,3,3,2.5,1,1,33,67,20,1,5,"200",2,"Auburn, AL","36830",1,"40000","385"
"798",4,1,4,3,4,3,3.5,3,1,1945,187,67,1,5,"4500",2,"Titusville","32796",1,"55000","4500"
"799",4,1,5,6,6,4,5.25,3,2,1950,187,64,1,4,"500",2,"Pinole","94564",1,"59000","500"
"800",4,0,5,6,5,5,5.25,3,2,1980,187,34,1,5,"2",2,"Cincinnati","45237",1,"45000","1000"
"801",4,1,4,1,4,1,2.5,2,1,1982,187,32,1,3,"20",2,"Redding","96003",1,"22000","100"
"802",4,0,6,5,6,4,5.25,1,1,1984,187,30,1,5,"10",2,"North Wales","19454",1,"40000","25"
"803",4,1,1,1,1,1,1,4,2,1971,187,43,1,4,"150",2,"Rapid City","49676",1,"50000","150"
"804",4,1,5,5,6,4,5,5,1,1964,187,50,1,4,"150",2,"Myrtle Beach","29582",1,"85000","150"
"805",4,0,4,5,4,4,4.25,4,2,1964,187,48,1,5,"1300",2,"New Port Richey","34652",1,"15000","1300"
"806",4,1,5,4,6,4,4.75,7,1,1970,187,44,1,3,"250",2,"Adamstown","19501",1,"55000","250"
"807",4,0,2,2,2,2,2,6,2,1953,31,61,1,2,"1400",2,"Waukesha","53186",1,"92000","1400"
"808",4,1,3,5,4,4,4,1,1,1983,187,31,4,6,"150",2,"New York City","11237",1,"41000","150"
"809",4,1,3,3,5,3,3.5,1,2,1988,187,26,1,4,"10",2,"Columbia","65203",1,"50000","10"
"810",4,0,5,5,6,4,5,1,1,1959,187,53,1,5,"537",2,"T or C, NM","87901",1,"4800","537"
"811",4,0,1,2,1,2,1.5,3,1,1991,187,23,3,5,"11",1,"Alexandria","22303",1,"$12000","20"
"812",4,0,2,2,2,2,2,7,1,1994,187,20,2,4,"51",2,"irvington","7111",1,"25000","51"
"813",4,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"814",4,1,4,5,5,4,4.5,2,1,1983,187,31,1,4,"100",2,"williamstown","41097",1,"20000","A2RCPY5Y131CXE"
"815",4,1,6,5,6,6,5.75,7,1,1988,187,25,1,5,"10",2,"fox lake","60020",1,"100000","60"
"816",4,1,7,6,5,5,5.75,4,1,1973,187,41,2,5,"0",2,"New York","11360",1,"80000","50"
"817",4,1,7,7,7,6,6.75,3,1,1981,187,33,1,5,"1000",2,"phoenix","85030",1,"55000","1000"
"818",4,0,2,4,4,4,3.5,4,1,1955,187,59,1,6,"20",2,"Dayton","45373",1,"70000","20"
"819",4,0,1,2,4,2,2.25,3,2,1959,187,55,1,4,"1500",2,"harrisonburg","22801",1,"15000","1500"
"820",4,1,2,4,3,3,3,4,1,1970,187,44,1,6,"4000",2,"Euless TX","76039",1,"110000","4000"
"821",4,0,2,3,4,2,2.75,1,2,1991,187,23,1,3,"6666",2,"denver","80110",1,"not enough","6666"
"822",4,1,1,3,3,2,2.25,4,1,18,187,18,2,4,"101",2,"Brooklyn","11204",1,"60000","101"
"823",4,0,7,6,7,7,6.75,4,1,1993,187,21,1,4,"100",2,"St. Louis","63131",1,"75000","300"
"824",4,0,2,4,4,4,3.5,4,2,1971,187,43,1,5,"500",2,"marana","85653",1,"85000","500"
"825",4,0,1,1,1,1,1,4,1,1986,187,28,1,4,"2",2,"Pierz","56364",1,"75000","2"
"826",4,1,6,6,5,5,5.5,5,1,1986,187,28,1,6,"600",2,"Denver","80247",1,"25000","700"
"827",4,1,1,4,3,1,2.25,4,2,1964,78,12,2,3,"1688",2,"Norwalk","90650",1,"65000","1688"
"828",4,1,4,4,4,4,4,4,2,1993,187,21,6,4,"14",2,"danbury","6811",1,"0","14"
"829",4,0,1,3,4,4,3,4,2,1992,187,22,4,5,"701",2,"Orlando","32708",1,"25000","Over 700"
"830",4,0,3,3,4,4,3.5,2,2,1987,187,27,1,5,"103",1,"Buffalo","14221",1,"15000","101"
"831",4,0,2,3,6,4,3.75,2,1,1987,31,27,3,4,"200",2,"las vegas","89130",1,"35000","10000"
"832",4,1,2,2,1,2,1.75,3,1,1994,187,19,2,3,"10000",2,"San Francisco","94122",1,"35000","10000"
"833",4,0,1,2,3,2,2,5,1,1985,187,29,1,4,"17500",2,"los angeles","93536",1,"47000","365000"
"834",4,0,2,3,3,3,2.75,3,1,1984,187,29,1,5,"500",2,"Grand Rapids, MI","49503",1,"50000","1000"
"835",4,1,5,4,6,4,4.75,2,2,1984,187,30,1,4,"800",2,"Fort Lauderdale","33304",1,"28000","800"
"836",4,1,1,1,1,1,1,1,1,1982,187,32,1,4,"",2,"Danville","40422",1,"",""
"837",4,1,4,4,4,4,4,3,2,1988,187,26,1,3,"1000",2,"Belleville, IL","62226",1,"15000","1000"
"838",4,1,6,4,5,4,4.75,5,1,1988,187,25,1,4,"not sure",1,"Redwood City","94063",1,"150000","50"
"839",4,0,2,3,3,3,2.75,1,2,1993,187,21,1,4,"100",2,"Columbus","43021",1,"0","300"
"840",4,1,2,2,6,3,3.25,3,1,1981,187,33,1,5,"45",2,"Boston","2108",1,"120000","466"
"841",4,0,3,4,5,4,4,2,1,1983,187,31,2,6,"0",2,"Hoboken","7030",1,"70000","750"
"842",4,0,1,4,5,4,3.5,4,1,1956,187,56,1,5,"2001",2,"frederick md","21703",NA,"100000","2001"
"843",4,0,3,3,4,3,3.25,3,1,NA,187,NA,1,4,"1800",2,"pulaski","",1,"4850","1800"
"844",4,1,6,6,7,6,6.25,1,1,1983,142,19,1,5,"0",2,"North Highlands","95660",1,"35000","80"
"845",4,0,1,1,1,1,1,5,2,1962,187,52,1,3,"100",2,"Bakersfield","93308",1,"14000","1000"
"846",4,1,1,1,3,3,2,4,1,1981,187,33,1,5,"100",2,"Charlotte","28201",1,"Decline to answer","1000"
"847",4,1,7,5,7,2,5.25,5,1,1969,78,37,2,5,"50",2,"Salem, Oregon","97306",1,"63500","50"
"848",4,0,1,1,4,4,2.5,4,2,1981,187,33,4,6,"1000",2,"Charlotte, NC","28210",1,"$80000","1000"
"849",4,0,1,3,3,3,2.5,1,2,1993,187,21,1,5,"100",2,"Pasadena","91126",1,"75000","100"
"850",4,0,1,2,4,3,2.5,4,2,1983,187,30,1,3,"1",1,"Mobile","36608",1,"30000","112"
"851",4,1,3,3,4,3,3.25,4,2,1979,187,35,1,4,"22",2,"MESA","85205",1,"35000","22"
"852",4,1,5,4,5,5,4.75,3,2,1994,187,20,1,5,"20",2,"Santa Cruz","95064",1,"$25,000","25"
"853",4,0,4,5,5,4,4.5,4,2,1976,187,38,6,4,"50",2,"philadelphia","19145",1,"35000","100"
"854",4,0,3,3,4,4,3.5,6,1,1984,187,30,1,4,"100000",2,"greenville","19707",1,"50000","100000"
"855",4,0,1,1,1,1,1,3,1,1987,187,26,2,4,"2000",2,"Pearl City","96782",1,"$99000","2002"
"856",4,0,1,2,4,4,2.75,4,1,1981,187,33,4,4,"1001",2,"Dallas","75007",1,"47000","1001"
"857",4,1,2,2,2,2,2,4,1,37,187,37,1,4,"20",2,"huntsville","35802",1,"18000","20"
"858",4,0,2,6,4,4,4,3,1,1983,187,31,2,6,"200",2,"Irvine","92612",1,"150000","200"
"859",4,0,1,1,4,2,2,4,1,1983,187,31,1,3,"200",2,"milwaukee","53204",1,"36000","300"
"860",4,0,1,2,2,2,1.75,5,1,1955,187,59,1,5,"2500",2,"Muncie, Indiana","47304",1,"26000","2500"
"861",4,1,3,6,6,5,5,4,1,29,187,29,1,3,"1000",2,"Austin","78729",1,"15000","3500"
"862",4,1,2,2,2,2,2,6,1,1957,187,57,1,3,"1420",2,"Columbia","38401",1,"74000","1420"
"863",4,0,2,3,4,2,2.75,4,2,1960,187,54,1,3,"200",2,"Webster","42176",1,"40000","200"
"864",4,0,4,4,4,4,4,3,2,1954,43,54,3,6,"300",1,"Miami","33165",1,"32000","600"
"865",4,1,1,1,3,1,1.5,4,2,1984,187,30,1,3,"7850",2,"washington","63090",1,"50000","9784"
"866",4,1,2,2,3,2,2.25,4,2,1988,187,26,4,4,"1200",2,"fayetteville","28311",1,"32000","1200"
"867",4,1,7,4,6,5,5.5,4,1,1986,187,28,1,3,"5000",2,"Kittanning","16201",1,"35000","5000"
"868",4,1,5,5,6,4,5,2,1,1988,187,26,1,5,"100",2,"Bay City","48706",1,"20000","1600"
"869",4,1,4,2,3,2,2.75,4,1,1984,187,30,1,6,"51",2,"Los Angeles","90024",1,"50000","51"
"870",4,0,2,4,4,4,3.5,4,1,1982,187,32,1,6,"200",2,"Pittsburgh","15668",1,"107000","200"
"871",4,1,5,3,5,4,4.25,3,1,1989,187,25,1,5,"100",2,"Pittsburgh","15201",1,"30000","100"
"872",4,0,2,2,4,2,2.5,3,2,1992,187,22,1,4,"1",1,"Monticello","71655",1,"35000","unknown"
"873",4,0,3,3,4,3,3.25,5,2,1978,187,36,1,3,"50000",2,"Hudson, Florida","34667",1,"30000","45000"
"874",4,1,5,3,2,2,3,1,1,1989,187,23,5,3,"50+",2,"philadelphia","19111",1,"20000","100"
"875",4,1,4,4,4,4,4,2,1,1969,187,45,1,5,"50",2,"Buffalo, NY","14216",1,"75000","50"
"876",4,0,1,1,2,1,1.25,4,2,1973,187,NA,1,4,"about 50 mturk",2,"shamokin","17872",1,"48000","about 50"
"877",4,1,4,4,4,4,4,4,1,1966,187,48,4,5,"900",2,"saint petersburg","33711",1,"$73,000","900"
"878",4,1,6,5,7,5,5.75,4,1,1977,187,37,1,3,"35000",2,"Pittsfield","3263",1,"35000","85000"
"879",4,0,1,1,1,1,1,1,2,1972,187,40,4,3,"4000",2,"Roxboro","27573",1,"79000","4000"
"880",4,1,6,5,6,4,5.25,3,2,1959,187,52,3,5,"100",2,"alexandria","22308",1,"110000","101"
"881",4,0,6,5,5,5,5.25,7,1,1978,187,16,1,6,"2000",2,"Columbia","65202",1,"52000","2000"
"882",4,0,4,3,4,3,3.5,4,2,1977,187,37,1,4,"5000",2,"Avon","46123",1,"40000","5000"
"883",4,0,4,4,4,4,4,1,1,1984,187,30,1,6,"150",2,"Decatur","30033",1,"85000","145"
"884",4,0,4,4,5,5,4.5,5,1,1981,187,33,1,4,"100",2,"Nashville, TN","37203",1,"40000","1500"
"885",4,0,2,2,4,2,2.5,7,1,1983,187,31,1,6,"1500",2,"Sevierville, TN","37876",1,"54000","1500"
"886",4,1,5,5,6,5,5.25,4,2,1988,187,26,1,4,"3000",2,"Lafayette","70506",1,"34000","2000"
"887",4,1,6,6,7,5,6,3,2,1977,187,37,1,4,"50",2,"Harlingen, Texas","78550",1,"40000","50"
"888",4,0,3,3,3,3,3,2,1,1972,187,42,1,5,"4485",2,"Oklahoma City","73110",1,"52000","84694"
"889",4,1,3,3,5,5,4,3,1,1991,187,23,1,4,"0",2,"Oshkosh","54901",1,"20000","100"
"890",4,0,1,2,3,2,2,4,2,1980,187,33,1,3,"1000",2,"ashaway","2804",1,"50000","1000"
"891",4,1,1,1,3,3,2,6,2,1976,187,38,1,5,"501",2,"atlanta ga","30004",1,"75000","501"
"892",4,1,3,2,2,2,2.25,2,2,1981,187,33,1,5,"500",2,"narragansett","2882",1,"70000","500"
"893",4,0,5,4,6,5,5,1,2,1982,187,32,1,4,"300",2,"Denver, CO","80219",1,"$40,000","300"
"894",4,1,7,6,7,5,6.25,6,1,1979,187,35,1,5,"50+",2,"Grand Rapids","49534",1,"74000","50+"
"895",4,1,5,3,6,4,4.5,4,1,1988,187,26,1,5,"655",2,"Findlay","45840",1,"35000","655"
"896",4,1,5,5,7,5,5.5,2,2,1979,187,35,1,4,"200",2,"Ardmore","73401",1,"70000","200"
"897",4,0,1,4,4,4,3.25,4,1,22,187,22,1,4,"10000",2,"Phoenix","85001",1,"55000","10000"
"898",4,0,3,3,5,4,3.75,7,2,1956,187,58,1,4,"25",1,"Citrus Heights","95621",1,"150000","25"
"899",4,1,5,2,4,2,3.25,3,2,1992,187,22,1,5,"500",2,"Mount Airy","21771",1,"50000","650"
"900",4,0,3,4,5,4,4,6,1,1987,187,27,1,5,"221",2,"Tampa","33607",1,"90000","221"
"901",4,0,1,4,4,4,3.25,4,1,1988,187,26,1,6,"40",2,"Howell Michigan","48855",1,"100000","80"
"902",4,0,2,2,3,3,2.5,3,1,1982,187,32,1,6,"3",2,"Louisville, KY","40213",1,"40000","3"
"903",4,0,5,5,6,6,5.5,4,2,1988,187,26,1,5,"4000",2,"dearborn heights, mi","48127",1,"35000","4000"
"904",4,1,3,2,4,3,3,4,2,1976,187,38,1,4,"500",2,"Hallie","41821",1,"103000","500"
"905",4,0,2,3,4,3,3,2,1,1987,187,27,1,5,"500",2,"Lancaster","93536",1,"44000","500"
"906",4,0,2,3,4,3,3,1,1,1980,187,34,1,3,"500",2,"Oakland","94619",1,"10000","500"
"907",4,0,4,2,3,3,3,2,1,1979,187,35,3,3,"5000",2,"new york","10023",1,"32000","11000"
"908",4,0,2,2,5,5,3.5,4,1,1987,187,26,2,6,"1100",2,"Los Angeles","91101",1,"32000","3800"
"909",4,1,2,4,5,4,3.75,4,1,1978,187,36,3,2,"1000",2,"riverside","92570",1,"40000","5000"
"910",4,0,2,4,5,4,3.75,3,1,1989,36,23,2,4,"500",2,"new york, ny","11223",1,"25000","500"
"911",4,1,6,4,5,4,4.75,1,2,1978,187,36,1,4,"52",2,"Spokane, WA","99218",1,"45000","52"
"912",4,0,2,2,2,2,2,1,1,1983,187,31,1,5,"1000",2,"Troy","48083",1,"60000","1000"
"913",4,1,4,4,4,4,4,1,1,1988,187,23,1,4,"2000",2,"Covington","70433",1,"50000","2000"
"914",4,0,1,4,4,4,3.25,1,1,1983,187,31,1,6,"362",2,"Gatlinburg","37738",1,"39000","500"
"915",4,1,6,5,6,5,5.5,4,2,27,187,27,1,3,"100",2,"Glendale","85306",1,"35000","3200"
"916",4,0,1,3,3,3,2.5,4,1,1988,187,26,3,3,"500",2,"Phoenix az","85035",1,"61000","450"
"917",4,0,1,3,4,4,3,4,1,1985,187,29,1,6,"3",2,"Tracy","95376",1,"392000","5"
"918",4,1,5,2,5,4,4,6,1,1995,187,19,1,4,"0",2,"Pomona","91766",1,"75000","30"
"919",4,0,1,2,2,2,1.75,5,2,1975,187,39,2,4,"51",2,"Salt lake City","84109",1,"50000","51"
"920",4,0,1,2,2,2,1.75,4,2,1978,187,36,1,3,"251",2,"Petersburg","37144",1,"59000","501"
"921",4,1,6,5,6,5,5.5,1,1,1988,187,26,1,5,"20",2,"Bellingham","98229",1,"30000","100"
"922",4,0,1,1,2,2,1.5,3,2,1964,187,50,1,3,"30",2,"franklin","53132",1,"95000","300"
"923",4,1,5,5,6,4,5,3,1,1989,187,25,1,5,"5000",2,"Royal Oak","48083",1,"46000","5000"
"924",4,1,7,6,7,6,6.5,5,1,1986,187,28,1,6,"1000",2,"Madison, WI","53719",1,"35000","5000"
"925",4,0,5,5,5,4,4.75,2,2,29,187,25,3,5,"250",2,"jackson heights","11372",1,"15000","500"
"926",4,0,1,2,3,2,2,4,2,1985,187,29,4,4,"200",2,"Indianapolis","46224",1,"27500","300"
"927",4,0,2,3,3,3,2.75,1,2,1970,187,44,1,6,"750",2,"Evanston, Wyoming","82930",1,"25000","1700"
"928",4,1,4,4,5,5,4.5,3,1,1989,187,25,2,5,"3000",2,"Seattle","98108",1,"60000","6000"
"929",4,1,3,3,4,3,3.25,1,2,1952,187,62,1,5,"400",2,"Stanton, KY","40380",NA,"11500","400"
"930",4,0,3,3,3,1,2.5,4,1,30,187,30,1,4,"500",1,"riverside","92506",1,"55000","1000"
"931",4,1,4,4,5,3,4,6,1,1989,187,25,1,5,"2",2,"minot","58704",1,"US$45000","2"
"932",4,1,7,7,7,6,6.75,1,2,1983,187,31,1,5,"0",2,"West Palm Beach","33409",1,"42000","120000"
"933",4,1,4,3,4,3,3.5,2,2,1962,187,52,1,5,"4340",2,"State College","16801",1,"25000","4350"
"934",4,0,3,3,4,5,3.75,5,1,23,187,23,1,4,"6",2,"Shreveport","71107",1,"150000","6"
"935",4,1,7,7,7,4,6.25,2,1,1979,187,35,3,4,"2000",2,"romulus","48174",1,"69999","20000"
"936",4,1,3,4,5,4,4,4,2,1982,187,32,1,5,"3500",2,"Gunnison","81230",1,"44000","3500"
"937",4,0,3,4,3,3,3.25,5,2,1961,187,52,1,3,"301",2,"St. Petersburg","33703",1,"1800","301"
"938",4,1,5,6,6,5,5.5,2,1,1991,187,23,2,4,"Not sure",2,"North Hollywood","91606",1,"35000","150"
"939",4,0,1,1,2,2,1.5,4,1,35,142,24,1,3,"2000",2,"kelso","98626",1,"31500","2000"
"940",4,1,1,3,5,3,3,4,2,1975,187,39,4,3,"66",2,"new york","10029",1,"152000","61"
"941",4,1,2,4,6,5,4.25,3,2,1985,187,29,1,5,"73",2,"land o ;akes, florida","34638",1,"79000","74"
"942",4,1,7,5,7,3,5.5,2,2,1953,187,60,1,5,"1000",2,"Rural Florida","34972",1,"140000","1000 plus"
"943",4,0,1,2,4,4,2.75,7,2,1961,187,53,1,4,"25",2,"CHesapeake","23323",1,"30000","25"
"944",4,0,2,2,4,3,2.75,4,1,1975,187,39,1,3,"11",2,"Cincinnati","45140",1,"40000","10"
"945",4,0,7,7,6,6,6.5,1,2,1977,187,37,1,6,"101",2,"fall river","2720",1,"45000","51"
"946",4,1,2,2,4,3,2.75,4,1,1978,187,36,2,5,"500",2,"Portland","97223",1,"7000","1000"
"947",4,1,2,4,4,4,3.5,4,1,1993,187,21,5,4,"11",2,"Fremont","94536",1,"40000","21"
"948",4,1,5,4,5,4,4.5,4,1,1963,187,50,1,3,"1000",2,"Terre Haute","47804",1,"60000","1000"
"949",4,1,3,2,2,2,2.25,6,2,1983,187,31,1,5,"3000",2,"Manteo","27954",1,"36500","4500"
"950",4,1,3,4,3,2,3,2,2,1989,187,25,1,5,"20",2,"Tyler","75703",1,"54000","45"
"951",4,0,6,6,6,7,6.25,6,1,1979,187,35,1,4,"25",2,"Hartford","6108",1,"68000","20"
"952",4,0,1,1,1,1,1,4,2,1978,187,36,1,4,"5024",2,"Tampa","33605",1,"40000","5024"
"953",4,1,1,1,1,1,1,6,1,1951,187,63,1,4,"14000",2,"KINGSFORD","49802",NA,"34000","14000"
"954",4,0,1,2,2,2,1.75,1,2,52,187,52,1,4,"0",2,"Yadkinville, NC","27055",1,"10000","300"
"955",4,1,5,4,4,4,4.25,2,1,31,187,31,1,5,"250",2,"Pittsburgh","15243",1,"125000","250"
"956",4,1,6,3,6,4,4.75,2,2,1978,136,32,6,5,"51",2,"Jacksonvile","32211",1,"12500","100"
"957",4,1,3,3,4,3,3.25,5,2,1980,187,34,1,5,"100",2,"POWHATAN","23139",1,"58000","100"
"958",4,1,5,5,7,5,5.5,2,1,24,187,24,1,3,"1001",2,"elkton","21921",1,"42000","1001"
"959",4,0,2,2,3,2,2.25,3,1,1968,187,46,1,3,"450",2,"Neshanic Station","8853",1,"25000","500"
"960",4,1,5,5,4,4,4.5,3,1,1989,187,25,1,4,"1000",2,"Brewer","4402",1,"18000","1000"
"961",4,0,1,3,4,3,2.75,4,2,1986,187,28,1,6,"350",1,"Charlotte","28278",1,"65000","350"
"962",4,1,1,6,3,7,4.25,4,1,1983,187,32,4,4,"200",2,"allentown","18102",1,"58000","200"
"963",4,1,7,7,7,4,6.25,6,2,1942,187,70,1,4,"2000",2,"Shelbyville","40065",1,"35","3063"
"964",4,0,1,2,4,2,2.25,4,2,1946,187,68,1,3,"100",2,"Virginia Beach","23455",1,"11000","100"
"965",4,1,5,4,6,4,4.75,4,2,1984,187,30,1,NA,"2500",2,"Nashville","37203",1,"50000","Including surveys about logos and business names (and misc random other types of surveys) around 10000"
"966",4,0,1,2,2,2,1.75,6,1,1971,187,43,1,5,"30",2,"Kansas city","64157",1,"80000","30"
"967",4,0,2,2,4,3,2.75,2,1,1989,187,25,1,5,"100",2,"Peru","46970",1,"50000","100"
"968",4,0,4,4,5,4,4.25,6,1,32,187,32,1,6,"5000",2,"columbia, sc","29201",1,"72000","4000"
"969",4,0,1,3,4,3,2.75,3,1,1987,187,27,1,4,"1500",2,"Monmouth","97361",1,"13000","3300"
"970",4,1,7,6,6,6,6.25,3,1,1987,187,27,1,5,"1000",2,"Raleigh","27615",1,"15000","1000"
"971",4,0,2,3,4,3,3,7,2,1973,187,41,1,5,"don't know",2,"Loveland","80537",1,"80000","60"
"972",4,0,1,1,2,1,1.25,5,1,1988,142,19,1,4,">5",2,"North Highlands, CA","95660",1,"Less than 10K","About 100"
"973",4,0,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"974",4,1,2,2,4,3,2.75,1,1,1989,187,25,1,2,"2",2,"kansas city","64125",1,"50000","2"
"975",4,0,2,2,3,2,2.25,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"976",4,1,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"977",4,0,1,3,4,4,3,4,2,1979,187,35,3,4,"5 or 6",2,"white plains","10601",1,"55000","5 or 6"
"978",4,0,2,4,3,4,3.25,3,2,34,187,34,3,4,"10",1,"newport news","23601",1,"92000","15"
"979",4,0,2,6,3,3,3.5,4,2,1986,187,28,1,3,"25",2,"Glen Burnie","MD",1,"60000","200"
"980",4,1,6,5,7,4,5.5,4,2,1978,187,36,1,5,"100",2,"louisville","40258",1,"40000","50"
"981",4,0,5,5,5,5,5,4,1,1982,187,32,1,4,"33",2,"Tucker GA","30084",1,"42000","101"
"982",4,1,2,4,5,3,3.5,4,1,1995,187,19,3,4,"A couple",2,"Hialeah Gardens","33016",1,"45000","100"
"983",4,1,4,5,7,4,5,6,2,46,187,46,1,4,"150",2,"San clemente","92673",1,"200000","175"
"984",4,1,6,6,7,6,6.25,4,2,1969,187,44,1,4,"30",2,"O'Fallon","63366",1,"70000","100"
"985",4,1,2,5,7,4,4.5,4,1,1977,187,37,1,4,"200",2,"Elryia","44035",1,"43000","370"
"986",4,0,7,5,7,6,6.25,7,1,1977,187,37,1,5,"100",2,"Ocala","34474",1,"82000","500"
"987",4,1,7,4,7,7,6.25,4,1,24,187,24,3,5,"1000",2,"Hialeah","33010",1,"10000","1000"
"988",4,0,7,7,7,7,7,4,1,1988,187,34,1,NA,"100",2,"Canby","97013",1,"90000","100"
"989",4,0,3,4,5,4,4,3,1,1976,187,38,1,5,"100",2,"Greenville","29607",1,"25000","200"
"990",4,1,6,5,6,4,5.25,4,1,35,187,35,1,4,"150",2,"staten island","10314",1,"110000","9000"
"991",4,0,5,3,6,5,4.75,6,1,1991,187,23,1,4,"1000",2,"Omaha","68131",1,"20000","5000"
"992",4,0,3,5,4,4,4,4,1,1993,187,21,1,4,"522",2,"Fort Wayne","46804",1,"15000","522"
"993",4,0,3,3,4,3,3.25,2,2,1976,187,37,1,4,"50",2,"Howell","7731",1,"40000","100"
"994",4,0,1,2,3,1,1.75,3,1,1986,187,28,1,3,"100",2,"waco","76705",1,"70000","100"
"995",4,1,3,4,4,3,3.5,4,1,23,187,23,1,4,"5301",2,"la crosse","54601",1,"24000","5301"
"996",4,1,2,3,3,3,2.75,1,1,1986,187,28,4,4,"140",2,"Randallstown","21133",1,"50000","140"
"997",4,0,5,4,4,4,4.25,1,2,1981,187,32,2,5,"500",2,"Joliet, IL","60435",1,"142500","500"
"998",4,1,5,4,4,4,4.25,4,2,1992,187,22,1,4,"200",2,"Louisville","40220",1,"$80,000","400"
"999",4,1,6,4,5,3,4.5,1,2,1978,187,36,1,6,"4000",2,"georgetown","40324",1,"80000","4000"
"1000",4,0,3,3,4,3,3.25,3,1,1962,187,52,1,3,"850",2,"Waterford","53185",1,"23000","850"
"1001",4,1,3,4,5,4,4,6,2,1987,187,27,1,3,"3900",2,"Batavia","45103",1,"45000","3900"
"1002",4,0,1,1,1,1,1,4,2,1987,187,27,1,4,"100",2,"Union","63084",1,"80000","1000"
"1003",4,1,7,7,7,7,7,2,1,1991,187,16,2,4,"1000",2,"Los Angeles, CA","90706",1,"10000","8000"
"1004",4,0,2,3,4,3,3,3,1,1977,187,37,1,6,"600",2,"Elk Grove Village","60007",2,"5000","600"
"1005",4,0,2,4,6,4,4,4,2,1940,187,74,1,3,"100",2,"OFallon","62269",NA,"30000","10000"
"1006",4,1,6,5,4,4,4.75,3,1,40,187,39,1,5,"12",2,"MERCER ISLAND, WA","98040",2,"90000","350"
"1007",4,1,3,4,5,3,3.75,4,2,1955,187,59,1,4,"2000",2,"Rosenberg","77471",1,"5000","2000"
"1008",4,1,2,3,4,3,3,1,1,1973,187,41,1,5,"750",2,"Charlotte","28277",1,"36500","750"
