"","datacollection","condition","htxfair","htxgood","poltclid","gender","yearbirth","countrybir","englishexp","ethnicity","parented","befstudies","citytown","postalcode","honestansw","familyinc","mturkhowm"
"766",4,2,3,2,6,1,1975,187,39,1,3,"200","jeffersonville","40337",1,"30000",""
"767",4,1,5,3,1,1,1976,187,38,1,3,"70","Kansas City","64124",1,"42000",""
"768",4,2,3,3,4,1,1982,187,31,2,5,"1000","Paramus","7652",1,"90K",""
"769",4,1,6,2,2,1,1974,187,40,1,5,"600","Pikeville","41501",1,"35000",""
"770",4,1,3,5,4,2,1983,187,31,1,3,"563","Ocala","34479",1,"10000",""
"771",4,1,4,3,3,1,1968,187,46,1,3,"450","Neshanic Station","8853",1,"25000",""
"772",4,1,5,4,1,1,1990,187,24,1,5,"300","Tulpehocken","19507",1,"100000",""
"773",4,2,4,4,2,1,1987,187,27,1,2,"1500","Deltona","32738",1,"18000",""
"774",4,2,2,3,2,2,1986,187,28,4,4,"500","Ridgeway, VA","24148",1,"26500",""
"775",4,1,6,5,4,1,1986,187,28,1,3,"500","Roanoke","24017",1,"10000",""
"776",4,2,5,6,2,1,1988,111,26,3,5,"82","Lincoln park","48146",1,"12 000",""
"777",4,1,6,2,6,2,1965,65,40,1,4,"50","Carrollton","30117",1,"N/A",""
"778",4,1,5,4,1,2,1982,86,32,1,5,"2000","Honolulu","96822",1,"47000",""
"779",4,1,7,2,4,1,1952,187,61,1,5,"250","BATON ROUGE","70802",1,"42000",""
"780",4,2,4,6,3,1,1992,187,22,1,4,"75","Emmett","83617",1,"59000",""
"781",4,2,4,4,2,1,1981,187,33,1,6,"","","",1,"",""
"782",4,2,3,4,3,1,1977,187,37,3,4,"150","Los Angeles","91732",1,"36000",""
"783",4,1,4,4,2,1,1991,121,20,2,5,"12","Sun city, CA","94585",1,"32000",""
"784",4,1,5,4,2,2,1988,187,26,1,4,"3500","salina","67401",1,"0",""
"785",4,2,2,2,3,2,1984,187,30,1,6,"1800","Little Falls","7424",1,"5000",""
"786",4,2,6,5,4,2,1946,187,68,1,2,"5000","Middletown","19709",1,"35000",""
"787",4,1,5,2,4,2,1988,187,26,1,4,"10000","Stockbridge","30281",1,"20000",""
"788",4,2,3,3,1,2,1988,187,26,4,6,"200","new york","10469",1,"20000",""
"789",4,1,5,5,2,1,1969,187,42,1,4,"80000","phil campbell","35581",1,"20000",""
"790",4,2,2,4,4,2,1955,187,59,1,4,"2000","Rosenberg","77471",1,"5000",""
"791",4,1,5,3,2,1,1983,187,31,2,6,"0","Hoboken","7030",1,"72000",""
"792",4,1,6,2,5,1,1986,187,27,1,5,"1000","Colorado Springs","80920",1,"35000",""
"793",4,1,5,4,2,2,1975,187,39,3,4,"200","Compton","90220",1,"35000",""
"794",4,1,5,4,2,2,1989,187,25,1,4,"40","Plymouth","55447",1,"35000",""
"795",4,1,4,6,2,2,1971,187,43,6,4,"90","Phoenix","85021",1,"12000",""
"796",4,1,5,3,5,1,1978,187,36,1,5,"3000","Minnetrista","55364",1,"70000",""
"797",4,1,4,4,6,1,1991,187,23,2,5,"500","Alameda","94502",1,"75000",""
"798",4,1,6,4,4,1,1985,187,29,4,3,"5000","atlanta","30214",1,"20000",""
"799",4,2,3,5,4,2,1987,187,27,1,3,"35","Clifton","7011",1,"$60,000",""
"800",4,1,2,5,2,1,1981,187,32,1,5,"120","Dayton","45414",1,"58000",""
"801",4,1,7,2,4,1,1983,187,31,1,3,"200","milwaukee","53204",1,"36000",""
"802",4,2,5,5,2,1,1978,187,34,1,5,"50","Somerville, MA","2143",1,"100000",""
"803",4,1,5,3,1,2,1977,187,37,1,6,"100","fall river","2720",1,"45000",""
"804",4,1,4,4,2,1,1951,187,63,1,5,"40","Hastings","68901",1,"30000",""
"805",4,2,2,2,2,2,1978,187,36,6,4,"150","long island city","11106",1,"53000",""
"806",4,1,6,6,4,1,1987,187,26,1,5,"25","San Antonio","78217",1,"37000",""
"807",4,1,7,3,4,1,1986,187,27,1,2,"500","Lansdale","19446",1,"40000",""
"808",4,1,4,4,4,1,1982,187,32,3,5,"1500","cleveland","44113",1,"39000",""
"809",4,1,3,5,3,2,1970,187,44,1,4,"5000","KEENE NH","3431",1,"35000",""
"810",4,2,1,4,4,2,1986,187,NA,4,5,"0","shreveport","71111",1,"50000",""
"811",4,1,1,1,4,2,1964,187,50,1,5,"0","Jacksonville","32259",1,"13000",""
"812",4,1,4,4,4,1,1989,187,25,1,4,"90","Saint Paul","55106",1,"30000",""
"813",4,2,3,5,4,2,1963,187,51,1,4,"1000","Buffalo","14220",1,"20000",""
"814",4,1,1,7,1,2,1983,187,31,6,6,"200","Orange, CA","92869",1,"3000",""
"815",4,1,7,7,5,2,1980,187,34,1,4,"95140","Bethpage","37022",1,"70000",""
"816",4,1,3,3,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",""
"817",4,2,2,2,3,2,1994,187,20,1,5,"20","Santa Cruz","95064",1,"$25,000",""
"818",4,2,3,5,3,2,1980,187,34,3,4,"8","Newport News","23601",1,"92000",""
"819",4,2,1,4,4,2,1978,187,36,1,5,"100","louisville","40258",1,"40000",""
"820",4,2,4,4,4,1,1982,187,32,1,5,"102","Albany,GA","31705",1,"12000",""
"821",4,1,4,4,3,1,1989,187,24,2,4,"300","Philadelphia","19102",1,"73000",""
"822",4,1,3,3,2,2,1993,187,21,2,4,"~50","San Diego","92122",1,"~$30,000",""
"823",4,2,5,3,3,1,1988,187,34,1,5,"100","Canby","97013",1,"90000",""
"824",4,2,3,3,2,2,1971,187,43,1,3,"10","Richland","29063",1,"50000",""
"825",4,1,4,5,2,2,1991,187,23,1,4,"30","College Station","77840",1,"60000",""
"826",4,2,3,5,5,1,1946,111,68,1,4,"2","San Diego","92139",1,"200000",""
"827",4,2,3,2,2,2,1966,187,48,1,5,"2000","Minneapolis","55421",1,"29500",""
"828",4,2,4,3,4,1,1961,187,53,1,4,"9500","Cheyenne","82007",1,"20000",""
"829",4,2,2,3,4,1,1989,187,25,6,5,"","","",1,"",""
"830",4,1,5,4,4,1,1964,187,50,1,5,"2","Chicago","60046",1,"75000",""
"831",4,2,4,4,4,1,1980,187,30,1,4,"100","Los Angeles","91011",1,"14000",""
"832",4,2,4,4,4,2,1985,187,29,1,5,"0","Orlando","32801",1,"25000",""
"833",4,1,4,4,5,1,1986,187,28,1,6,"1000","Madison, WI","53719",1,"35000",""
"834",4,1,5,6,3,2,1991,187,18,2,3,"15","Corvallis","97331",1,"35000",""
"835",4,1,6,4,4,1,1978,187,36,1,5,"500","cincinnati","45206",1,"30",""
"836",4,2,4,3,1,2,1956,187,58,1,5,"1300","Portland, OR","97225",1,"12000",""
"837",4,2,7,7,2,1,1987,187,27,1,4,"6000","Lapeer","48446",1,"2500",""
"838",4,2,4,4,2,1,1987,187,27,1,5,"300","Jacksonville","32223",1,"49000",""
"839",4,2,1,1,1,1,1989,187,25,1,4,"400","Lawrence","66044",1,"15000",""
"840",4,2,2,3,2,1,1975,187,39,1,3,"1000","HUNTINGTON","25705",1,"29000",""
"841",4,2,5,5,2,2,1981,187,33,1,4,"40","Bellingham","98229",1,"60000",""
"842",4,2,4,2,4,1,1991,187,23,1,4,"3","mattoon IL","61938",1,"60000",""
"843",4,2,3,4,2,1,1991,187,23,2,4,"Not sure","North Hollywood","91606",1,"35000",""
"844",4,2,2,4,7,2,1971,187,43,NA,4,"20","austin, texas","78613",1,"190000",""
"845",4,2,3,5,3,2,1984,187,30,1,5,"none","Harrisonburg, VA","22802",1,"25000",""
"846",4,1,5,4,4,2,1980,187,34,1,5,"500","Ashtabula","44004",1,"$70,000",""
"847",4,1,5,4,4,2,1976,187,38,1,4,"1000","Southside","35901",1,"20000",""
"848",4,1,7,2,4,2,1957,187,57,1,3,"500","Houston","77080",1,"50000",""
"849",4,1,4,4,4,1,1952,187,62,1,4,"3000","Pekin, IN","47165",1,"11000",""
"850",4,1,7,4,2,2,1976,187,38,6,5,"17","lincoln park","48146",1,"63000",""
"851",4,1,3,3,2,1,1986,187,28,1,5,"4300","atlanta","30354",1,"85000",""
"852",4,2,1,2,5,1,1960,187,54,1,4,"1000","goldbar washington","98251",1,"24000",""
"853",4,2,3,4,4,2,1979,187,35,3,6,"200","Allentown, PA","18102",1,"50000",""
"854",4,1,4,5,4,1,1966,187,48,4,5,"900","saint petersburg","33711",2,"$73,000",""
"855",4,1,4,4,3,1,1964,187,48,1,6,"400","Tyler, Tx","75701",1,"19500",""
"856",4,1,4,2,6,2,1971,187,43,1,5,"20","Cincinnati","45011",1,"109000",""
"857",4,1,5,3,6,2,1967,187,47,1,4,"2000","Traverse City","49686",1,"50000",""
"858",4,2,1,2,4,1,1976,187,37,1,4,"2500","North East, MD","21901",1,"25000",""
"859",4,2,2,1,7,2,1991,187,23,1,4,"800","delphos","45833",1,"25000",""
"860",4,1,5,5,2,2,1965,187,NA,1,5,"1500","fort myers, fl","33912",1,"65000",""
"861",4,1,7,1,5,1,1973,187,41,1,6,"12","Chicago","60611",1,"135000",""
"862",4,1,5,4,3,1,1961,187,50,1,5,"30","Valparaiso","46385",1,"40000",""
"863",4,2,2,4,4,1,1982,187,32,1,4,"34","Tucker","30084",1,"42000",""
"864",4,1,5,3,2,2,1990,187,24,6,3,"20","Lubbock","79416",1,"20000",""
"865",4,1,1,7,1,1,1952,187,62,1,6,"50","Tucson","85701",1,"7500",""
"866",4,2,2,2,3,1,1989,36,23,2,4,"500","new york city","11223",1,"20000",""
"867",4,1,4,5,1,2,1977,187,37,1,5,"750","Wisconsin Rapids","54495",1,"26500",""
"868",4,1,1,4,1,1,1989,187,25,1,4,"5","South River","8882",1,"55000",""
"869",4,1,3,6,2,2,1984,187,30,1,4,"800","Fort Lauderdale","33304",1,"28000",""
"870",4,1,4,5,1,2,1978,187,36,1,5,"4000","georgetown","40324",1,"80000",""
"871",4,1,4,3,3,1,1989,31,25,1,3,"40","Goleta","93117",1,"25000",""
"872",4,2,3,4,2,2,1961,185,53,1,3,"500","San Diego","92009",1,"150000",""
"873",4,1,6,2,6,2,1987,187,27,1,3,"3900","Batavia","45103",1,"45000",""
"874",4,1,5,3,3,1,1976,187,38,4,6,"55","Quincy","2169",1,"150000",""
"875",4,2,4,3,1,2,1971,187,43,1,3,"100","rialto","92376",1,"80000",""
"876",4,1,3,4,2,1,1969,187,45,1,5,"500","port huron, MI","48060",1,"10000",""
"877",4,1,5,5,4,2,1980,187,33,1,6,"20","waco","76705",1,"75000",""
"878",4,2,7,7,6,1,1985,187,29,6,5,"475","Honolulu","96814",1,"50000$",""
"879",4,2,4,5,2,2,1983,187,31,1,5,"400","Lubbock","79412",1,"50000",""
"880",4,2,5,5,2,2,1982,187,32,1,4,"150","Phoenix, AZ","85308",1,"68000",""
"881",4,2,7,5,1,2,1993,187,21,1,5,"100","Pasadena","91126",1,"75000",""
"882",4,2,4,3,3,1,1992,187,22,1,4,"100","Albuquerque","87120",1,"10000",""
"883",4,2,1,1,4,2,1976,187,38,6,4,"15","philadelphia","19145",1,"35000",""
"884",4,1,5,3,1,2,1981,187,33,4,4,"5","Houston","77009",1,"66000",""
"885",4,1,7,1,4,1,1981,187,33,4,4,"1000","Dallas","75007",1,"47000",""
"886",4,2,2,4,3,1,1982,187,32,1,4,"20","POTOSI","63664",2,"26000",""
"887",4,2,2,3,3,1,1979,187,35,1,3,"3000","Greensboro NC","27407",1,"18000",""
"888",4,1,4,4,2,1,1992,187,22,1,3,"500","Sarasota","34236",1,"50000",""
"889",4,1,6,4,2,2,1964,65,50,4,4,"25","Spring Lake","28390",1,"47000",""
"890",4,1,5,7,3,1,1980,187,34,4,5,"450","San Diego","92117",1,"75610",""
"891",4,2,1,3,4,1,1985,187,29,1,5,"100","Warwick","2886",1,"55000",""
"892",4,2,4,4,1,2,1985,187,29,4,5,"3000","Bowie","20721",1,"20000",""
"893",4,2,1,2,1,1,1975,187,39,1,1,"","McDonough, GA","30253",1,"47000",""
"894",4,2,1,1,4,2,1961,187,53,1,5,"300","Golden","80401",1,"50000",""
"895",4,1,3,4,3,1,1989,187,25,1,5,"100","Pittsburgh","15201",1,"30000",""
"896",4,2,4,4,1,1,1964,187,50,1,4,"4000","Marco Island","34145",1,"100000",""
"897",4,2,4,4,4,2,1979,187,35,4,4,"23","indianapolis","46201",1,"12000",""
"898",4,1,7,3,1,2,1986,187,28,1,3,"1000","Stopover","41568",1,"25000",""
"899",4,2,6,6,2,1,1973,187,41,1,3,"50","Cheboygan","49721",1,"0",""
"900",4,1,5,4,6,2,1976,187,38,1,5,"95","Katy","77449",1,"120000",""
"901",4,1,4,5,2,2,1976,187,38,1,5,"1000","Sarasota","34233",1,"100000",""
"902",4,2,3,1,6,1,1954,187,60,3,3,"1200","Houston","77020",1,"119000",""
"903",4,2,2,5,2,1,1981,187,33,1,5,"4000","oneonta, ny","13820",1,"64000",""
"904",4,1,4,6,3,1,1994,187,20,1,5,"2000","Radford","24141",1,"30000",""
"905",4,1,5,2,3,1,1989,187,25,3,5,"25","New York","11213",1,"75000",""
"906",4,1,4,4,5,2,1989,187,25,1,5,"1","Duarte","91010",1,"40000",""
"907",4,2,4,5,1,1,1991,187,23,1,5,"3","Gainesville","32607",1,"$20,000",""
"908",4,1,6,4,1,2,1991,187,23,1,3,"6666","denver","80110",1,"not a whole lot",""
"909",4,1,4,4,5,1,1992,187,22,1,4,"0","Madison","53703",1,"10000",""
"910",4,1,4,3,3,1,1986,187,28,1,4,"20","Chicago","60630",1,"20000",""
"911",4,1,6,5,2,2,1986,187,28,4,5,"14","Kodiak","99615",1,"34500",""
"912",4,2,3,3,3,1,NA,187,NA,1,4,"1800","","",1,"4850",""
"913",4,2,2,5,4,2,1984,187,30,1,6,"200","Chicago","60626",1,"5000",""
"914",4,1,6,3,5,2,1985,187,29,3,5,"2","San Diego","92092",1,"15000",""
"915",4,2,3,5,4,1,1994,187,20,2,4,"985","San Jose","95120",1,"90000",""
"916",4,1,7,7,5,2,1975,187,39,2,5,"50","salt lake city","84109",1,"50000",""
"917",4,2,1,4,4,2,1967,187,47,1,5,"50","phenix city","36870",1,"50000",""
"918",4,2,2,3,3,2,1964,187,50,1,3,"20","franklin","53132",1,"95000",""
"919",4,2,4,5,3,1,1995,187,19,1,5,"3","Reading","19605",1,"60000",""
"920",4,1,5,5,3,1,1987,187,27,1,6,"152","newhall ca","91321",1,"50000",""
"921",4,1,5,3,5,2,1972,187,42,1,5,"50","Fredericksburg","22401",1,"60000",""
"922",4,2,1,3,4,1,1981,187,30,3,4,"10","COCNUT CREEK","33073",1,"4900",""
"923",4,2,6,6,3,1,1989,187,25,1,4,"10","Cragsmoor","12420",1,"144000",""
"924",4,1,4,4,2,1,1987,187,27,1,5,"250","Manchester","63021",1,"75000",""
"925",4,2,1,2,5,2,1980,151,20,1,6,"5","Pittsburgh","15213",1,"60000",""
"926",4,1,5,4,1,1,1991,187,23,1,5,"5","Las Vegas","89142",1,"25000",""
"927",4,2,1,1,4,2,1974,187,40,4,4,"1","Huntsville","77340",1,"25000",""
"928",4,2,4,5,4,1,1993,187,21,1,4,"10000","Malibu","90265",1,"25000",""
"929",4,2,4,3,3,1,1992,187,22,1,4,"0","Mohrsville","19541",1,"20000",""
"930",4,2,3,5,4,2,1954,7,48,1,2,"6000","Sonora","95370",1,"n/a",""
"931",4,1,7,1,2,2,1980,187,34,1,4,"2","orlando","32837",1,"29000",""
"932",4,2,2,5,2,2,1943,187,71,1,3,"1385","Cleveland","44130",1,"32000",""
"933",4,2,2,2,6,2,1966,187,48,1,4,"5000","Wilcox","15870",1,"32000",""
"934",4,1,3,5,3,2,1984,187,30,1,4,"1000","Spokane, WA","99208",1,"35000",""
"935",4,1,6,3,3,1,1982,187,31,1,3,"2500","Meriden","6450",1,"65000",""
"936",4,2,1,1,6,1,1957,187,57,1,5,"250","Taylor","48180",1,"50000",""
"937",4,1,6,2,4,2,1982,187,32,1,4,"100","Blythe","30805",1,"42000",""
"938",4,2,3,4,4,2,1985,187,29,6,3,"1000","Garfield","7026",1,"32000",""
"939",4,2,2,2,4,2,1969,187,45,1,5,"20","Kenly","27542",1,"60000",""
"940",4,2,2,4,5,2,1981,187,33,4,3,"100","detroit","48035",1,"35000",""
"941",4,1,4,5,4,2,1981,187,33,1,4,"15","chattanooga","37419",1,"51000",""
"942",4,1,4,5,4,1,1994,187,20,1,1,"3","Pavo","31778",1,"20000",""
"943",4,2,4,4,4,2,1962,187,50,1,5,"9","jacksonville","32246",1,"30000",""
"944",4,2,1,1,6,2,1963,187,51,1,4,"1000","Hilliard","32046",1,"38000",""
"945",4,2,3,4,3,1,1979,187,45,1,3,"22","Sacramento","95815",1,"40000",""
"946",4,1,6,5,6,1,1993,111,19,3,4,"50","cuiliacan","90745",1,"33000",""
"947",4,1,7,4,1,1,1989,187,25,1,2,"2","kansas city","64125",1,"50000",""
"948",4,1,7,1,7,2,1973,187,35,1,3,"6797","GRAND RAPIDS","49507",1,"8000",""
"949",4,2,3,4,2,1,1990,187,24,1,5,"4000","Tallahassee","32301",1,"10000",""
"950",4,1,6,2,6,1,1960,187,53,1,6,"0","laramie","82070",1,"100000",""
"951",4,2,2,3,4,1,1991,187,22,4,5,"15000","springdale","20774",1,"90000",""
"952",4,1,3,3,4,2,1984,187,30,2,3,"1400","Campbell","95008",1,"50000",""
"953",4,2,3,4,4,1,1988,187,22,6,4,"13","Durham","27704",1,"40000",""
"954",4,2,3,3,4,1,1981,187,33,3,5,"200","Washington Township","48094",1,"25000",""
"955",4,2,3,3,3,1,1985,187,29,1,3,"20","Waterloo","68069",1,"50000",""
"956",4,2,1,1,4,2,1990,187,24,4,4,"a lot","Lancaster","93536",1,"6009",""
"957",4,2,6,6,6,1,1986,187,28,1,4,"35","Raleigh","27613",1,"49000",""
"958",4,1,5,4,2,2,1989,187,NA,3,4,"736","perris","92570",1,"10000",""
"959",4,1,4,4,4,2,1982,187,32,1,4,"1230","Tigard","97224",1,"66000",""
"960",4,1,5,5,5,2,1992,187,22,1,5,"150","Bechtelsville","19505",1,"89000",""
"961",4,2,2,5,1,2,1966,187,45,1,5,"430","richmond","23222",1,"10000",""
"962",4,2,4,5,5,2,1992,187,22,1,4,"~7","","92407",1,"60000",""
"963",4,1,3,5,2,1,1985,187,28,4,4,"200","brooklyn","11208",1,"30000",""
"964",4,2,5,3,2,1,1984,187,30,1,5,"37","Downey","90240",1,"55000",""
"965",4,1,4,3,3,1,1992,187,20,2,5,"300","Elk grove","95624",1,"85000",""
"966",4,1,5,5,4,1,1993,187,21,3,4,"590","stockton","95215",1,"50000",""
"967",4,2,6,7,1,2,1984,187,30,4,4,"5000","philadelphia","19141",1,"25000",""
"968",4,1,7,1,4,1,1965,187,49,1,4,"14000","Baltimore","21234",1,"36000",""
"969",4,1,5,3,3,1,1981,187,33,1,5,"500","Portland","97211",1,"100000",""
"970",4,2,3,4,5,1,1982,31,31,1,5,"20","Merced","95348",1,"50000",""
"971",4,2,6,6,1,2,1988,187,26,1,6,"450","Fort Myers","33908",1,"60000",""
"972",4,2,3,4,4,1,1995,187,19,2,6,"several","Fountain Valley","92708",1,"150000",""
"973",4,2,4,4,4,1,1988,187,26,1,5,"500","east brunswick","8816",1,"40000",""
"974",4,1,5,4,2,2,1972,78,42,2,5,"100","Rochester","48309",1,"120000",""
"975",4,1,1,1,6,2,1964,187,50,1,4,"3000","Newton","7860",1,"90000",""
"976",4,2,1,7,3,2,1959,187,55,4,4,"200","ala","35217",1,"20,00",""
"977",4,2,2,1,4,1,1959,187,55,1,5,"50","Chattanooga, Tn","37311",1,"50000",""
"978",4,2,3,4,4,2,1980,187,34,1,6,"200","Meadville","16335",1,"33000",""
"979",4,2,5,5,5,1,1965,187,49,1,5,"100","Tropic","32962",1,"28000",""
"980",4,1,5,3,2,1,1983,187,31,1,5,"250","Pittsburgh","15243",1,"125000",""
"981",4,1,5,3,2,2,1971,187,43,1,5,"11500","Vero Beach","34961",1,"133500",""
"982",4,1,7,4,4,2,1984,187,30,4,3,"10","Fayetteville","28314",1,"23000",""
"983",4,2,6,6,1,1,1982,187,30,1,5,"50","Lincoln","19960",1,"20000",""
"984",4,1,2,6,1,2,1976,187,38,1,5,"100","Charlotte","28210",1,"40000",""
"985",4,1,7,3,4,1,1973,187,41,1,6,"7","Bronx","10463",1,"$75,000",""
"986",4,1,7,1,2,2,1972,187,42,1,5,"10","OCALA","34480",1,"90000",""
"987",4,2,3,2,4,2,1986,187,28,1,3,"5","Pittsburgh","15216",1,"20000",""
"988",4,1,3,4,3,1,1992,187,22,1,5,"300","Pembroke Pines","33028",1,"36000",""
"989",4,1,4,2,1,2,1961,187,53,1,4,"30","Little Rock","72207",1,"50000",""
"990",4,1,5,3,4,2,1979,187,35,3,4,"7","white plains","10601",1,"55000",""
"991",4,1,4,3,2,1,1983,187,31,1,4,"100","williamstown","41097",1,"20000",""
"992",4,2,2,5,4,1,NA,187,47,1,5,"10","ANAHEIM","92802",1,"30000",""
"993",4,2,4,5,4,1,1995,187,18,2,4,"102","Brooklyn","11204",1,"60000",""
"994",4,2,2,2,2,2,1987,187,27,1,4,"50","kneeland","95549",NA,"35000",""
"995",4,2,3,3,2,2,1972,187,41,1,4,"800","Crestview","32539",1,"75000",""
"996",4,2,3,2,2,1,1991,187,23,1,4,"500","Sacramento","95815",1,"9000",""
"997",4,2,4,5,1,2,1960,187,54,1,5,"100","Columbus, OH","43215",1,"17500",""
"998",4,2,2,4,3,1,1991,187,23,1,5,"500","Cincinnati","45207",1,"11000",""
"999",4,2,1,2,4,2,1971,187,43,1,2,"27","seattle","98104",1,"50000",""
"1000",4,1,3,5,4,1,1988,187,26,1,5,"10","Mountain View","94040",1,"15000",""
"1001",4,2,2,4,4,2,1990,187,23,1,4,"50","Rancho Cordovs","95670",1,"10000",""
"1002",4,2,4,5,5,1,1985,187,29,1,4,"175000","los angeles","93536",1,"47000",""
"1003",4,1,5,3,4,2,1987,187,27,4,5,"35","Grand Rapids","49507",1,"55000",""
"1004",4,1,7,4,2,1,1992,187,22,2,5,"500","Bayonne, NJ","7002",1,"3000",""
"1005",4,1,7,1,1,1,1974,187,40,1,4,"5","Mojave","93501",1,"17000",""
"1006",4,2,1,3,4,1,1983,187,31,1,3,"5000","Tucson","85730",1,"40000",""
"1007",4,1,7,4,3,2,1986,187,28,1,5,"0","Petoskey","49770",1,"25000",""
"1008",4,2,2,2,1,1,1994,187,20,1,6,"30","Philadelphia","19104",1,"13000",""
"1009",4,2,2,4,1,2,1985,187,29,1,5,"a lot","Irving","75063",1,"55000",""
"1010",4,1,6,2,4,1,1987,187,27,4,3,"80","St. Louis","63138",1,"50000",""
"1011",4,1,4,4,4,1,1977,187,36,1,4,"50","Williamsport","17756",1,"69000",""
"1012",4,1,3,3,4,1,1989,187,25,2,5,"32","san francisco","94107",1,"47000",""
"1013",4,1,5,5,3,1,1993,187,21,2,3,"1500","Redlands","92354",1,"30000",""
"1014",4,2,5,3,3,1,1968,187,46,1,3,"2500","Callahan","32011",1,"125000",""
"1015",4,1,4,6,2,2,1979,187,35,4,5,"50","New York City","11220",1,"$90,000",""
"1016",4,1,4,5,4,2,1960,187,54,1,3,"200","Webster","40176",1,"40000",""
"1017",4,1,7,7,4,1,1986,187,28,4,3,"5","spring lake","28390",1,"15000",""
"1018",4,1,4,4,2,2,1994,187,20,4,4,"2000","Sierra Vista","85650",1,"21000",""
"1019",4,1,7,4,4,1,1991,187,23,4,3,"0","Charlotte","28208",1,"0",""
"1020",4,1,7,1,4,1,1989,187,25,1,4,"1000","san bernardino","92399",1,"na",""
"1021",4,2,2,4,4,2,1978,187,36,1,4,"5023","Tampa","33605",1,"40000",""
"1022",4,1,6,3,4,2,1986,187,28,1,6,"2000","Holbrook, NY","11741",1,"92000",""
"1023",4,1,4,3,5,1,1977,187,37,1,3,"3800","Villa Hills","41017",1,"65000",""
"1024",4,2,4,7,1,2,1952,187,62,1,5,"200","Masonm City","50401",1,"50000",""
"1025",4,1,2,6,2,2,1993,187,21,4,6,"150","Austin","78741",1,"120000",""
"1026",4,1,4,4,4,2,1980,187,34,1,5,"100","POWHATAN","23139",1,"58000",""
"1027",4,1,2,6,2,1,1988,187,26,1,5,"100000","Denver","80031",1,"50000",""
"1028",4,2,2,2,6,2,1967,187,47,1,4,"200","Saint Louis","63109",1,"68000",""
"1029",4,2,3,2,5,1,1988,142,19,1,4,">5","North Highlands, CA","95660",1,"Less Than 10K",""
"1030",4,2,7,4,4,1,1985,187,29,3,3,"0","salem","26426",1,"75000",""
"1031",4,2,2,2,2,2,1963,187,50,1,5,"20","Columbia","29209",1,"55000",""
"1032",4,1,1,7,1,1,1984,187,30,1,5,"50","Philadelphia","19121",1,"80000",""
"1033",4,1,5,2,6,2,1957,187,57,1,4,"100","Salt Lake City","84118",1,"24000",""
"1034",4,2,3,5,3,1,1985,187,29,1,3,"20","Cincinnati","45215",1,"35000",""
"1035",4,2,4,3,2,2,1986,187,28,2,5,"7","Atlanta","30308",1,"110000",""
"1036",4,2,1,1,1,1,1975,187,39,1,4,"5000","franklin","37067",1,"9500",""
"1037",4,1,6,2,4,1,1970,187,44,1,4,"30","osceola","72370",1,"45000",""
"1038",4,2,4,4,3,1,1989,187,25,2,5,"2000","sacramento","95823",1,"22000",""
"1039",4,1,4,4,4,2,1987,187,27,1,5,"500","salem","97302",1,"20000",""
"1040",4,2,4,4,4,2,1967,187,47,1,4,"1500","Newark","43055",1,"20000",""
"1041",4,1,6,2,6,2,1958,187,56,1,6,"17","lexington","24450",1,"35000",""
"1042",4,1,7,1,4,2,1993,187,21,1,5,"150","Highland, NY","12528",1,"40000",""
"1043",4,1,6,5,3,1,1979,187,35,1,4,"500","Portland","4101",1,"26000",""
"1044",4,1,4,3,3,1,1977,187,37,1,6,"600","Elk Grove Village","60007",1,"5000",""
"1045",4,2,4,4,4,1,1989,187,25,2,6,"2","Los Angeles","90049",1,"200000",""
"1046",4,1,6,1,7,1,1970,187,44,1,6,"200","Omaha","68116",1,"30000",""
"1047",4,2,3,2,4,2,1992,187,22,4,5,"10","reno","89506",1,"15000",""
"1048",4,1,4,4,NA,1,1992,81,14,1,3,"More than 20","Toledo","43613",1,"50000",""
"1049",4,2,4,4,1,1,1982,187,32,4,3,"100","Dallas","75250",1,"80000",""
"1050",4,2,4,5,4,1,1980,187,34,1,6,"1000","Little Rock","72022",1,"25000",""
"1051",4,1,3,2,4,2,1968,170,42,1,5,"1","Ashland","1721",1,"35000",""
"1052",4,1,4,5,2,2,1991,65,22,1,6,"120","Fairfield","CA",1,"80000",""
"1053",4,1,4,4,4,1,1946,187,65,1,4,"20","Lincoln City","97367",1,"35000",""
"1054",4,2,4,5,2,2,1962,187,52,1,5,"4340","State College","16801",1,"25000",""
"1055",4,1,4,5,4,1,1990,187,24,1,5,"60","Fort Lauderdale","33305",1,"10000",""
"1056",4,2,6,4,1,1,1943,187,70,1,5,"100","atlanta","30068",1,"30000",""
"1057",4,1,4,3,1,2,1992,187,20,1,4,"2800","Houston","77001",1,"15000",""
"1058",4,1,7,3,6,2,1960,187,54,4,5,"5000","Davie","33324",1,"30000",""
"1059",4,2,2,1,4,1,1975,187,39,1,3,"10","Cincinnati","45140",1,"40000",""
"1060",4,1,5,4,4,1,1978,187,36,1,5,"200","Cranston","2920",1,"30000",""
"1061",4,1,2,3,4,2,1968,187,46,1,6,"30","Carmel, Indiana","46032",1,"175000",""
"1062",4,1,5,4,4,1,1991,187,23,1,4,"250","Pittsburgh","15205",1,"35000",""
"1063",4,2,5,4,4,1,1979,187,35,1,5,"20","Martins Ferry","43935",1,"53540",""
"1064",4,2,5,6,2,2,1985,52,24,3,4,"100+","Miami","33174",1,"50000",""
