"","Gender","Treatment","Dice_report","Report_time","Happy","Loving","Tired","Calm","Gloomy","Fed_up","Sad","Content","The.ratio.between.the.dice.roll.and.the.possible.reward.is...","What.is.the.chance.that.you.will.get.the.reward.","My.dice.role.was.fully.anonymous.only.I.could.know.what.I.rolled.","Several.students.will.receive.a.monetary.reward.for.the.dice.under.cup.game.","Age","Native.language.dutch","Nationality.dutch","Education","Lively","Peppy","Caring","Drowsy","Nervous","Jittery","Grouchy"
"163",0,1,6,7.589,2,4,2,2,2,1,2,1,"The reward (in euro) is two times the outcome of the dice roll.",8,"Strongly believe","Strongly do not believe",20,NA,NA,2,1,2,4,2,1,2,1
"164",0,1,5,3.519,1,4,4,1,1,1,1,1,"The reward (in euro) is two times the outcome of the dice roll.",15,"Believe","Do not believe",18,NA,NA,3,1,2,2,4,4,2,1
"165",0,0,4,2.206,1,1,2,2,2,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",5,"Do not believe","Neutral",21,NA,NA,2,2,2,2,2,1,1,4
"166",0,1,4,5.661,2,2,4,2,1,4,1,2,"The reward (in euro) is equal to the outcome of the dice roll.",40,"Strongly believe","Believe",17,1,1,2,1,1,4,2,0,1,1
"167",0,1,4,6.387,4,4,2,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",17,"Strongly believe","Do not believe",19,NA,NA,2,4,4,4,0,0,0,0
"168",1,0,6,7.893,2,2,2,4,0,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Do not believe",24,NA,NA,5,4,2,2,1,0,0,1
"169",1,0,3,6.349,4,1,2,4,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Believe","Believe",20,NA,NA,2,1,1,1,2,0,0,1
"170",0,0,3,5.83,4,4,2,4,0,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Believe",24,NA,NA,2,2,2,4,1,0,2,1
"171",0,0,6,12.353,4,4,2,2,1,0,1,4,"The reward (in euro) is two times the outcome of the dice roll.",8,"Do not believe","Believe",19,NA,NA,2,4,2,4,2,0,0,0
"172",0,0,3,10.399,4,4,1,2,1,1,0,4,"The reward (in euro) is two times the outcome of the dice roll.",1,"Believe","Believe",20,NA,NA,2,2,2,4,2,1,0,0
"173",1,1,5,4.619,4,2,1,4,0,1,1,4,"The reward (in euro) is two times the outcome of the dice roll.",16,"Strongly believe","Believe",20,NA,NA,2,4,4,2,1,1,1,1
"174",1,0,6,13.187,2,4,1,4,1,0,1,2,"The reward (in euro) is two times the outcome of the dice roll.",2,"Strongly believe","Strongly believe",19,NA,NA,2,2,2,4,0,1,0,1
"175",1,1,4,5.142,2,1,2,2,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Believe","Neutral",22,NA,NA,2,1,2,2,2,1,0,0
"176",0,0,3,20.456,2,4,2,4,2,2,2,4,"The reward (in euro) is two times the outcome of the dice roll.",5,"Neutral","Do not believe",20,NA,NA,3,2,4,4,2,2,2,1
"177",1,0,1,19.386,2,1,4,4,0,2,0,4,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Believe",18,NA,NA,2,2,2,2,2,0,0,1
"179",0,1,5,1.772,2,2,1,1,1,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",60,"Strongly believe","Strongly do not believe",19,NA,NA,9,2,2,4,2,2,2,1
"180",0,0,5,11.002,4,4,1,2,0,0,1,2,"The reward (in euro) is two times the outcome of the dice roll.",2,"Believe","Do not believe",18,NA,1,2,4,2,4,2,0,0,1
"181",1,0,4,5.862,2,1,1,4,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",16,"Strongly believe","Neutral",19,NA,NA,2,1,1,2,2,0,0,0
"182",1,1,6,4.912,2,1,2,4,2,1,1,4,"The reward (in euro) is two times the outcome of the dice roll.",17,"Do not believe","Neutral",18,NA,NA,2,2,2,4,2,0,0,1
"183",0,1,5,4.115,2,2,4,4,1,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",30,"Do not believe","Believe",19,NA,NA,2,2,1,4,4,0,1,1
"184",0,1,1,5.427,2,2,2,4,0,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Believe","Do not believe",18,NA,NA,2,2,2,2,2,0,0,1
"186",0,0,2,7.605,4,4,2,2,1,0,1,4,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Neutral",20,NA,NA,2,4,4,4,2,1,1,1
"189",0,0,4,6.521,1,2,1,4,1,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",0,"Believe","Strongly do not believe",20,NA,NA,3,2,2,4,0,0,0,2
"190",0,1,4,4.071,2,2,4,2,2,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",100,"Strongly believe","Strongly believe",21,NA,NA,2,4,4,2,1,1,2,1
"191",0,1,2,6.148,1,4,2,2,2,1,2,1,"The reward (in euro) is two times the outcome of the dice roll.",50,"Believe","Believe",19,NA,NA,2,2,1,4,2,2,1,1
"192",1,0,4,8.169,0,4,1,0,0,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",3,"Believe","Do not believe",18,NA,NA,2,2,1,4,0,0,0,0
"193",1,0,5,12.371,1,1,1,2,2,4,2,1,"The reward (in euro) is two times the outcome of the dice roll.",2,"Strongly believe","Believe",21,NA,NA,2,2,1,2,0,0,1,4
"194",0,1,2,5.271,2,2,4,2,2,4,4,2,"The reward (in euro) is two times the outcome of the dice roll.",16,"Strongly believe","Believe",22,NA,NA,2,1,2,2,2,1,1,1
"195",0,0,5,5.53,2,4,2,1,1,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",10,"Believe","Do not believe",19,NA,NA,2,1,2,2,2,0,1,4
"196",1,0,4,1.687,1,2,4,4,0,0,1,2,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly do not believe","Believe",46,NA,NA,3,0,2,4,1,0,0,2
"197",1,0,4,13.773,1,4,1,2,0,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",7,"Strongly believe","Strongly do not believe",22,NA,NA,2,1,1,4,2,2,1,0
"198",1,1,3,7.106,1,2,4,1,1,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Do not believe",19,NA,NA,2,1,1,2,2,2,4,2
"199",0,0,1,7.202,2,1,1,4,1,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",30,"Believe","Believe",23,NA,NA,7,2,1,2,2,0,2,0
"200",0,0,1,9.157,1,2,4,2,4,2,4,0,"The reward (in euro) is two times the outcome of the dice roll.",40,"Believe","Neutral",18,NA,NA,2,2,1,2,4,4,4,4
"201",1,0,6,2.439,2,1,1,4,1,0,1,2,"The reward (in euro) is two times the outcome of the dice roll.",9,"Strongly believe","Strongly believe",22,NA,NA,3,2,1,2,2,0,0,0
"202",0,0,5,23.811,2,2,1,1,1,1,2,2,"The reward (in euro) is two times the outcome of the dice roll.",5,"Believe","Strongly do not believe",20,NA,NA,2,2,2,2,1,2,2,0
"204",1,0,2,4.339,2,4,4,1,1,4,1,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Strongly do not believe",24,NA,NA,2,2,2,4,2,2,1,1
"205",0,1,5,2.824,4,4,0,4,0,0,0,4,"The reward (in euro) is four times the outcome of the dice roll.",5,"Strongly believe","Do not believe",18,NA,NA,2,4,4,4,0,0,0,0
"206",0,0,2,8.708,4,2,4,0,1,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly do not believe","Do not believe",19,NA,NA,2,4,4,4,1,0,2,0
"207",0,0,2,8.381,2,4,2,2,1,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Do not believe",22,NA,NA,2,4,4,4,2,2,1,1
"208",0,1,6,7.195,2,2,2,1,1,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",70,"Neutral","Do not believe",19,NA,NA,2,1,1,2,2,2,2,2
"209",0,0,4,6.662,2,1,2,2,1,1,1,1,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Believe",25,NA,NA,3,1,1,1,2,1,2,0
"210",1,0,2,8.814,4,4,2,4,1,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",0,"Strongly believe","Strongly do not believe",20,NA,NA,2,2,2,4,1,0,2,2
"211",0,1,4,6.565,2,2,1,2,2,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",51,"Believe","Believe",19,NA,NA,2,1,1,2,1,0,0,1
"212",1,0,2,9.08,4,2,2,2,2,2,2,2,"The reward (in euro) is equal to the outcome of the dice roll.",100,"Strongly believe","Do not believe",18,NA,NA,2,2,2,4,2,2,2,2
"213",0,0,6,6.314,2,4,1,2,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Believe",19,NA,NA,3,4,4,4,2,2,0,0
"214",0,1,4,4.875,2,4,2,2,1,0,2,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Believe","Believe",18,NA,NA,2,2,2,4,2,1,1,0
"216",0,1,6,4.445,4,4,2,2,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",21,"Believe","Strongly believe",21,NA,NA,9,4,2,4,1,0,1,1
"217",0,1,1,7.066,2,4,4,4,1,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",3,"Believe","Strongly believe",20,NA,NA,2,1,1,4,4,0,1,0
"218",1,1,3,3.081,4,2,2,4,0,0,1,2,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Believe",19,NA,NA,2,1,2,4,4,0,0,0
"219",0,0,2,26.315,2,4,4,2,2,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Neutral","Neutral",19,NA,NA,3,4,2,4,2,1,2,1
"220",0,0,3,4.95,2,2,2,2,1,1,2,2,"The reward (in euro) is two times the outcome of the dice roll.",2,"Strongly believe","Do not believe",20,NA,NA,3,1,1,2,4,1,1,0
"221",0,1,5,5.09,1,2,2,1,2,0,2,0,"The reward (in euro) is two times the outcome of the dice roll.",2,"Strongly believe","Believe",20,NA,NA,5,1,1,4,2,4,1,0
"222",0,0,4,8.423,2,1,2,1,0,4,1,1,"The reward (in euro) is two times the outcome of the dice roll.",6,"Strongly believe","Neutral",22,NA,NA,2,2,1,1,2,2,1,1
"225",1,1,4,3.827,2,2,1,0,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Neutral",21,NA,NA,2,2,4,4,2,0,0,0
"226",0,0,2,6.979,2,2,2,4,1,1,1,2,"The reward (in euro) is equal to the outcome of the dice roll.",100,"Believe","Strongly believe",21,NA,NA,2,2,2,2,2,0,1,1
"227",0,0,3,6.489,4,4,2,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",20,"Believe","Believe",18,NA,NA,2,4,4,4,2,1,0,0
"228",0,0,6,7.039,2,4,0,1,1,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",1,"Neutral","Believe",17,NA,NA,2,2,1,2,2,4,4,0
"229",0,1,1,3.972,1,2,4,2,1,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Do not believe",19,NA,NA,2,1,0,1,2,1,2,0
"230",1,1,6,2.92,1,2,2,1,2,2,2,0,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Strongly do not believe",22,NA,NA,2,2,2,4,2,4,2,1
"231",0,1,3,4.267,2,2,0,4,0,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",2,"Strongly believe","Believe",19,NA,NA,2,2,2,2,0,0,1,1
"232",0,1,1,7.159,1,1,1,1,1,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",50,"Believe","Neutral",18,NA,NA,2,1,1,2,2,1,1,2
"233",0,1,6,6.079,2,1,4,4,1,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",4,"Strongly believe","Strongly do not believe",19,1,1,2,1,1,2,4,0,0,0
"234",0,0,6,4.746,2,4,4,1,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Believe","Do not believe",19,1,1,3,1,1,4,4,0,0,2
"235",0,1,6,4.852,2,0,4,2,0,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",3,"Strongly believe","Neutral",24,NA,NA,5,1,1,2,2,0,2,1
"236",1,1,4,5.191,2,1,2,2,2,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",0,"Strongly believe","Strongly believe",22,NA,NA,3,2,2,1,1,1,1,1
"237",0,1,1,4.076,1,0,4,4,2,1,2,2,"The reward (in euro) is equal to the outcome of the dice roll.",25,"Strongly believe","Do not believe",20,NA,NA,2,1,1,1,4,0,0,1
"239",1,1,5,3.575,2,2,1,4,0,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Strongly believe",19,NA,NA,2,2,2,2,1,0,1,1
"241",0,1,1,4.828,2,2,1,2,1,0,0,1,"The reward (in euro) is two times the outcome of the dice roll.",100,"Neutral","Believe",19,NA,NA,2,2,1,4,2,1,0,1
"242",0,0,3,5.061,1,1,2,2,1,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",0,"Do not believe","Strongly do not believe",18,NA,NA,2,1,0,1,2,2,1,1
"243",1,1,1,1.711,2,2,4,4,2,1,2,1,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Believe",18,1,NA,2,1,2,2,2,1,1,1
"244",0,0,3,31.071,4,4,4,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Strongly do not believe",20,NA,NA,2,2,2,4,0,1,0,0
"245",0,0,5,8.783,1,2,4,2,2,2,2,0,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Do not believe",19,1,1,2,0,0,2,0,0,0,0
"246",0,0,3,10.288,1,4,2,1,2,2,0,1,"The reward (in euro) is two times the outcome of the dice roll.",19,"Strongly believe","Neutral",22,NA,NA,2,2,2,1,1,2,1,2
"247",0,0,6,9.603,2,2,4,4,1,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Neutral",20,NA,NA,2,1,1,2,2,0,0,1
"248",0,1,3,5.201,4,4,2,1,0,2,2,2,"The reward (in euro) is two times the outcome of the dice roll.",3,"Strongly believe","Believe",19,1,1,2,2,1,4,2,1,2,0
"249",0,1,6,4.122,2,2,2,2,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Neutral",19,NA,NA,2,0,2,2,2,1,1,1
"250",1,1,2,3.78,2,2,1,4,1,1,2,2,"The reward (in euro) is two times the outcome of the dice roll.",30,"Believe","Do not believe",19,1,1,2,1,1,2,2,0,1,1
"251",1,0,4,8.239,4,4,2,0,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",2,"Strongly believe","Neutral",19,1,1,2,4,4,4,2,0,0,0
"252",1,1,6,4.462,2,4,2,4,1,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",3,"Strongly believe","Believe",22,NA,NA,2,0,1,2,2,0,0,0
"253",0,0,6,10.695,2,4,2,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Neutral",19,1,1,2,2,2,4,0,0,0,0
"254",0,0,4,15.221,2,2,4,4,1,0,0,4,"The reward (in euro) is equal to the outcome of the dice roll.",40,"Believe","Neutral",19,NA,NA,2,1,1,2,4,0,0,0
"255",0,1,2,4.766,4,4,4,4,2,0,0,4,"The reward (in euro) is equal to the outcome of the dice roll.",15,"Strongly do not believe","Strongly do not believe",18,NA,NA,2,4,4,4,2,0,4,0
"257",0,1,2,2.556,0,0,4,1,4,4,4,0,"The reward (in euro) is two times the outcome of the dice roll.",15,"Neutral","Believe",19,NA,NA,2,1,1,2,2,2,4,4
"258",1,0,6,7.904,1,0,4,4,1,1,0,4,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Do not believe",21,1,1,4,0,0,0,4,0,0,2
"259",0,0,6,6.126,2,2,2,4,2,2,4,1,"The reward (in euro) is equal to the outcome of the dice roll.",5,"Strongly believe","Strongly do not believe",21,NA,NA,2,1,0,4,2,0,0,0
"260",0,1,4,6.975,2,4,2,4,1,1,1,2,"The reward (in euro) is equal to the outcome of the dice roll.",10,"Strongly believe","Neutral",19,NA,NA,2,2,2,4,2,1,1,1
"261",0,1,4,4.32,2,4,2,1,2,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",1,"Do not believe","Believe",19,NA,NA,2,1,1,4,2,2,2,1
"262",0,1,3,4.631,1,4,4,0,4,1,2,0,"The reward (in euro) is two times the outcome of the dice roll.",100,"Strongly believe","Believe",20,1,1,2,0,1,4,2,4,1,2
"263",0,0,4,5.964,1,1,2,4,0,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",3,"Strongly believe","Do not believe",18,NA,NA,2,2,2,2,1,0,0,1
"264",1,0,6,8.372,1,2,2,1,1,1,2,1,"The reward (in euro) is two times the outcome of the dice roll.",30,"Strongly believe","Strongly believe",21,NA,NA,3,2,2,2,4,2,2,1
"265",0,1,4,4.89,2,2,2,1,1,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",15,"Believe","Believe",18,NA,NA,2,4,4,4,1,4,1,1
"266",0,1,6,7.862,2,1,2,4,0,2,0,4,"The reward (in euro) is two times the outcome of the dice roll.",11,"Believe","Strongly do not believe",19,NA,NA,2,2,2,1,4,0,0,0
"267",0,1,3,5.111,2,1,4,4,0,0,1,2,"The reward (in euro) is two times the outcome of the dice roll.",0,"Strongly do not believe","Believe",21,1,1,2,1,0,1,4,0,0,2
"268",1,0,3,2.178,1,0,4,2,0,4,2,0,"The reward (in euro) is two times the outcome of the dice roll.",0,"Strongly believe","Strongly do not believe",20,NA,NA,2,1,1,2,4,0,2,2
"269",0,0,6,5.845,2,2,4,4,1,2,2,2,"The reward (in euro) is two times the outcome of the dice roll.",16,"Strongly believe","Do not believe",20,NA,NA,2,2,2,4,4,0,1,2
"270",1,1,5,5.252,4,2,4,2,1,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",3,"Believe","Do not believe",22,NA,NA,2,2,2,2,1,2,2,1
"271",1,0,2,1.696,2,4,2,4,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",5,"Believe","Strongly do not believe",18,1,1,2,2,2,2,2,1,1,1
"272",1,1,5,1.926,1,0,1,2,4,4,1,0,"The reward (in euro) is equal to the outcome of the dice roll.",20,"Strongly believe","Strongly believe",21,NA,NA,2,1,1,0,1,2,1,2
"273",0,1,6,7.497,4,2,4,2,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",40,"Strongly believe","Strongly believe",22,1,1,2,2,2,1,4,0,1,1
"274",0,0,1,8.106,2,1,1,1,0,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",8,"Believe","Believe",19,NA,NA,2,2,2,2,1,0,2,1
"275",0,0,1,8.825,1,4,2,4,1,2,0,1,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Neutral",19,NA,NA,2,0,1,4,2,0,1,0
"276",0,0,6,9.56,2,2,4,2,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",5,"Do not believe","Believe",18,1,1,2,0,0,2,4,0,0,0
"277",0,1,1,4.013,2,2,4,1,2,2,2,1,"The reward (in euro) is equal to the outcome of the dice roll.",1,"Strongly believe","Do not believe",20,NA,NA,2,2,2,2,2,2,1,0
"278",1,1,6,5.74,2,2,4,1,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",47,"Believe","Believe",19,1,1,2,4,2,2,4,1,1,0
"279",1,1,2,6.045,4,4,2,4,1,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",16,"Strongly believe","Believe",24,NA,NA,5,4,4,4,2,0,0,1
"280",0,0,2,8.45,2,1,4,2,2,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",13,"Strongly believe","Neutral",20,NA,NA,9,1,2,2,2,1,0,1
"281",1,0,1,8.218,1,1,2,2,0,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",0,"Strongly believe","Strongly do not believe",20,1,1,2,0,0,1,2,0,0,1
"282",0,0,6,11.241,1,0,2,2,1,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",8,"Believe","Neutral",19,NA,NA,2,2,1,1,2,0,1,1
"283",0,0,5,7.167,2,4,2,4,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",39,"Believe","Do not believe",18,NA,NA,2,2,2,4,1,0,0,0
"284",0,0,3,6.185,2,1,2,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",20,"Strongly believe","Strongly do not believe",19,NA,NA,2,2,1,2,2,0,0,0
"285",0,0,5,13.188,2,2,2,4,0,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",16,"Neutral","Neutral",19,NA,NA,2,2,2,4,2,1,0,1
"286",0,0,4,8.047,2,2,2,2,2,2,2,2,"The reward (in euro) is two times the outcome of the dice roll.",4,"Strongly believe","Do not believe",21,NA,NA,2,2,2,2,2,2,2,2
"287",1,0,3,15.662,2,4,1,4,1,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Believe","Believe",26,NA,NA,5,2,1,2,1,0,1,0
"288",0,1,3,6.749,2,2,2,2,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Believe",18,1,1,2,4,2,4,1,2,1,0
"289",0,0,3,9.552,1,1,0,4,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",60,"Strongly believe","Strongly do not believe",20,NA,NA,2,2,4,2,0,1,0,0
"290",0,1,5,3.748,1,0,4,4,1,4,0,2,"The reward (in euro) is two times the outcome of the dice roll.",1,"Believe","Neutral",20,NA,NA,9,2,1,4,4,1,2,2
"291",1,1,5,6.11,4,2,2,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",0,"Strongly believe","Strongly do not believe",19,NA,NA,2,2,2,2,2,0,0,0
"292",0,0,4,7.27,2,4,2,0,4,4,4,1,"The reward (in euro) is half of the outcome of the dice roll.",94,"Strongly believe","Strongly do not believe",20,NA,NA,2,4,2,4,2,4,4,2
"293",0,0,4,5.336,4,4,4,1,0,1,2,4,"The reward (in euro) is half of the outcome of the dice roll.",100,"Strongly do not believe","Believe",20,1,1,2,4,4,4,2,1,1,0
"294",0,1,3,5.665,4,4,0,4,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",90,"Strongly believe","Strongly believe",18,NA,NA,2,2,2,2,1,0,0,0
"295",1,0,4,3.719,1,2,2,1,1,1,1,1,"The reward (in euro) is two times the outcome of the dice roll.",0,"Strongly believe","Do not believe",18,NA,NA,2,1,1,2,2,2,2,0
"296",1,1,1,6.094,2,1,2,2,0,2,0,4,"The reward (in euro) is two times the outcome of the dice roll.",100,"Strongly believe","Strongly believe",19,1,1,3,2,2,1,2,0,0,1
"297",1,0,3,7.919,2,1,2,2,2,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Do not believe",20,NA,NA,2,0,0,1,2,0,1,1
"298",0,0,5,10.135,0,4,4,1,1,4,2,1,"The reward (in euro) is four times the outcome of the dice roll.",20,"Strongly believe","Believe",19,NA,NA,2,2,2,2,2,1,4,4
"299",0,0,4,5.598,1,1,2,4,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",5,"Believe","Believe",18,NA,NA,2,1,1,1,1,1,1,1
"300",0,0,5,16.878,2,2,2,1,1,2,1,1,"The reward (in euro) is equal to the outcome of the dice roll.",5,"Believe","Strongly do not believe",20,NA,NA,2,1,1,2,2,1,2,1
"301",1,1,4,7.695,2,2,1,2,0,1,1,4,"The reward (in euro) is two times the outcome of the dice roll.",31,"Strongly believe","Do not believe",18,NA,NA,2,2,2,4,1,0,1,1
"302",0,1,2,5.499,4,1,1,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",30,"Strongly believe","Strongly believe",19,NA,NA,2,2,4,2,1,0,0,0
"303",0,1,2,3.571,4,4,4,2,1,2,1,4,"The reward (in euro) is two times the outcome of the dice roll.",40,"Strongly believe","Do not believe",20,NA,NA,2,2,2,4,4,1,2,1
"304",0,1,4,5.065,2,1,2,4,0,1,0,1,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Strongly believe",20,NA,NA,2,1,1,4,1,0,0,1
"305",0,0,4,1.312,2,4,2,2,1,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",30,"Believe","Do not believe",19,NA,NA,2,2,2,4,2,4,2,1
"306",1,1,5,7.547,1,1,1,2,0,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",20,"Strongly believe","Strongly believe",22,NA,NA,5,2,1,1,0,0,0,0
"307",1,1,4,5.157,2,2,2,4,0,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Believe",20,1,1,2,1,1,2,2,0,0,0
"308",0,1,6,5.25,4,4,1,4,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",51,"Strongly believe","Believe",18,NA,NA,2,4,4,4,1,1,1,0
"309",1,0,3,7.62,4,4,0,4,0,1,0,4,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Do not believe",19,1,1,2,4,4,1,2,1,1,0
"310",0,0,4,7.869,2,2,2,2,2,1,1,1,"The reward (in euro) is two times the outcome of the dice roll.",17,"Believe","Neutral",18,1,1,2,1,2,4,1,1,1,0
"311",1,1,4,6.575,2,2,2,2,2,2,2,2,"The reward (in euro) is two times the outcome of the dice roll.",20,"Neutral","Do not believe",19,NA,NA,2,2,2,2,2,1,2,1
"312",0,0,3,4.95,4,2,2,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Believe",19,NA,NA,2,2,4,4,2,0,0,0
"313",1,0,5,11.259,0,0,4,4,2,4,4,0,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Neutral",20,NA,NA,2,0,0,0,4,0,1,2
"314",0,0,5,6.363,4,4,2,2,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",30,"Strongly believe","Strongly believe",20,NA,NA,3,4,2,4,2,0,0,0
"315",0,1,5,4.679,1,1,2,2,1,2,1,0,"The reward (in euro) is two times the outcome of the dice roll.",2,"Neutral","Do not believe",22,NA,NA,2,0,1,2,2,1,2,2
"316",0,1,3,4.767,4,2,2,1,0,0,1,0,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Neutral",22,NA,NA,2,2,4,4,0,0,0,0
"317",0,1,6,6.094,2,4,2,1,1,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",62,"Believe","Neutral",21,NA,NA,2,2,4,4,2,1,2,0
"318",0,0,3,8.472,4,2,2,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Neutral",19,1,1,2,2,2,4,2,0,0,0
"319",1,0,5,11.748,4,4,2,2,1,0,1,2,"The reward (in euro) is two times the outcome of the dice roll.",17,"Strongly believe","Do not believe",19,1,1,2,2,4,4,2,0,2,1
"320",1,1,2,5.076,4,2,0,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",50,"Neutral","Neutral",20,NA,NA,2,4,4,2,0,0,0,0
"321",0,0,3,21.435,2,4,4,2,2,2,2,0,"The reward (in euro) is two times the outcome of the dice roll.",20,"Strongly believe","Do not believe",18,NA,NA,2,2,1,4,4,1,0,4
"323",0,0,5,10.414,2,4,4,0,1,2,0,1,"The reward (in euro) is equal to the outcome of the dice roll.",46,"Strongly believe","Strongly believe",19,1,1,2,1,1,2,1,2,4,2
"324",0,0,6,15.134,2,2,4,4,1,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",15,"Strongly believe","Neutral",26,NA,NA,5,2,2,2,2,0,1,1
